PRISM Time Series Data
Location:  Lat: 41.8283   Lon: -72.2371   Elev: 158m
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Feb-12
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmean (degrees C)
2019-12-07,0.00,-0.9
2019-12-08,0.00,-6.5
2019-12-09,2.79,-4.7
2019-12-10,26.27,7.3
2019-12-11,15.42,4.6
2019-12-12,0.00,-4.6
2019-12-13,0.00,-4.7
2019-12-14,41.17,2.3
2019-12-15,3.37,9.1
2019-12-16,0.00,1.8
2019-12-17,2.81,-2.4
2019-12-18,12.10,-2.0
2019-12-19,1.06,-6.5
2019-12-20,0.00,-10.3
2019-12-21,0.00,-6.3
2019-12-22,0.00,-6.0
2019-12-23,0.00,-2.1
2019-12-24,0.00,3.0
2019-12-25,0.00,0.8
2019-12-26,0.00,0.2
2019-12-27,0.00,1.8
2019-12-28,0.00,5.3
2019-12-29,0.00,2.7
2019-12-30,21.95,1.8
2019-12-31,23.11,0.5
2020-01-01,0.00,0.9
2020-01-02,0.00,0.5
2020-01-03,0.00,3.1
2020-01-04,0.42,5.9
2020-01-05,4.13,3.3
2020-01-06,0.00,-1.0
2020-01-07,0.47,-0.5
2020-01-08,0.95,-0.1
2020-01-09,0.00,-3.1
2020-01-10,0.00,-5.0
2020-01-11,0.00,4.2
2020-01-12,3.77,13.8
2020-01-13,1.59,8.9
2020-01-14,0.00,1.9
2020-01-15,0.06,2.8
2020-01-16,2.14,2.6
2020-01-17,1.15,-1.7
2020-01-18,0.00,-7.9
2020-01-19,9.02,-5.7
2020-01-20,0.00,-3.5
2020-01-21,0.00,-8.1
2020-01-22,0.00,-8.3
2020-01-23,0.00,-6.3
2020-01-24,0.00,-1.1
2020-01-25,0.00,2.0
2020-01-26,28.13,4.5
2020-01-27,0.00,3.9
2020-01-28,0.00,2.4
2020-01-29,0.00,-0.0
2020-01-30,0.00,-3.0
2020-01-31,0.00,-3.8
2020-02-01,0.00,-1.0
2020-02-02,0.00,0.9
2020-02-03,0.00,1.5
2020-02-04,0.00,2.9
2020-02-05,0.88,5.1
2020-02-06,8.73,1.6
2020-02-07,4.66,1.3
2020-02-08,7.20,2.6
2020-02-09,0.00,-3.7
2020-02-10,2.52,-1.9
2020-02-11,6.90,3.9
2020-02-12,6.36,2.4
2020-02-13,16.78,2.4
2020-02-14,4.47,-1.2
2020-02-15,0.00,-9.3
2020-02-16,0.00,-7.6
2020-02-17,0.00,-0.2
2020-02-18,0.00,1.5
2020-02-19,4.66,1.2
2020-02-20,0.00,-0.7
2020-02-21,0.00,-6.0
2020-02-22,0.00,-6.3
2020-02-23,0.00,1.3
2020-02-24,0.00,3.8
2020-02-25,0.00,7.5
2020-02-26,6.03,7.8
2020-02-27,16.71,7.2
2020-02-28,1.44,2.4
2020-02-29,0.00,-1.9
2020-03-01,0.00,-4.2
2020-03-02,0.00,-3.1
2020-03-03,0.09,5.3
2020-03-04,4.66,10.3
2020-03-05,0.00,5.9
2020-03-06,0.00,3.1
2020-03-07,0.22,3.7
2020-03-08,0.00,2.1
2020-03-09,0.00,5.7
2020-03-10,0.00,13.4
2020-03-11,0.00,10.1
2020-03-12,0.00,5.8
2020-03-13,9.01,5.1
2020-03-14,8.11,8.1
2020-03-15,0.00,5.4
2020-03-16,0.00,2.1
2020-03-17,3.14,0.5
2020-03-18,0.87,4.0
2020-03-19,16.31,6.5
2020-03-20,7.03,5.2
2020-03-21,0.20,10.6
2020-03-22,0.00,2.1
2020-03-23,0.00,0.8
2020-03-24,37.38,0.2
2020-03-25,0.00,3.6
2020-03-26,1.00,2.4
2020-03-27,0.00,6.5
2020-03-28,0.00,7.6
2020-03-29,17.53,6.8
2020-03-30,5.18,5.2
2020-03-31,0.07,3.3
2020-04-01,0.00,3.1
2020-04-02,0.00,4.1
2020-04-03,5.52,6.9
2020-04-04,1.51,6.9
2020-04-05,0.00,8.0
2020-04-06,0.00,8.8
2020-04-07,0.00,10.1
2020-04-08,3.37,11.1
2020-04-09,0.61,7.8
2020-04-10,17.72,5.3
2020-04-11,0.00,4.3
2020-04-12,0.00,3.6
2020-04-13,8.20,9.3
2020-04-14,45.75,9.6
2020-04-15,0.00,7.6
2020-04-16,0.14,4.6
2020-04-17,0.00,2.6
2020-04-18,13.46,4.2
2020-04-19,5.00,1.4
2020-04-20,0.00,8.5
2020-04-21,0.00,5.8
2020-04-22,12.66,4.3
2020-04-23,0.00,2.9
2020-04-24,3.58,5.3
2020-04-25,4.18,4.8
2020-04-26,0.00,10.5
2020-04-27,4.25,6.8
2020-04-28,3.12,3.5
2020-04-29,0.00,8.0
2020-04-30,2.92,10.5
2020-05-01,34.02,8.5
2020-05-02,0.94,12.2
2020-05-03,0.24,14.0
2020-05-04,0.00,18.5
2020-05-05,0.00,11.9
2020-05-06,0.00,8.1
2020-05-07,5.61,8.2
2020-05-08,0.22,10.6
2020-05-09,13.51,5.8
2020-05-10,0.00,2.9
2020-05-11,0.00,8.9
2020-05-12,7.18,9.2
2020-05-13,0.00,5.5
2020-05-14,0.00,8.3
2020-05-15,4.67,14.3
2020-05-16,19.14,18.2
2020-05-17,0.00,15.2
2020-05-18,0.31,14.1
2020-05-19,0.00,12.7
2020-05-20,0.00,10.5
2020-05-21,0.00,11.2
2020-05-22,0.00,13.7
2020-05-23,0.13,19.3
2020-05-24,0.56,14.4
2020-05-25,0.22,14.8
2020-05-26,1.06,15.9
2020-05-27,0.00,20.9
2020-05-28,0.00,21.6
2020-05-29,2.85,20.5
2020-05-30,0.49,21.1
2020-05-31,0.00,18.5
2020-06-01,0.00,10.3
2020-06-02,0.00,11.0
2020-06-03,0.00,14.7
2020-06-04,0.00,19.9
2020-06-05,1.31,22.9
2020-06-06,1.48,21.3
2020-06-07,1.52,21.0
2020-06-08,0.00,15.2
2020-06-09,0.00,18.8
2020-06-10,0.00,21.1
2020-06-11,0.00,22.6
2020-06-12,19.62,20.0
2020-06-13,0.00,19.4
2020-06-14,0.00,14.9
2020-06-15,0.00,15.5
2020-06-16,0.00,15.8
2020-06-17,0.00,16.7
2020-06-18,0.00,20.9
2020-06-19,0.00,21.6
2020-06-20,0.00,22.2
2020-06-21,0.00,23.5
2020-06-22,0.00,24.2
2020-06-23,1.67,23.9
2020-06-24,0.00,23.5
2020-06-25,0.00,21.5
2020-06-26,0.00,21.0
2020-06-27,0.00,21.0
2020-06-28,8.56,21.0
2020-06-29,1.68,23.4
2020-06-30,27.26,20.7
2020-07-01,1.50,18.8
2020-07-02,23.20,20.0
2020-07-03,0.00,24.5
2020-07-04,16.21,23.2
2020-07-05,0.00,22.9
2020-07-06,0.00,23.8
2020-07-07,6.74,21.7
2020-07-08,0.40,19.8
2020-07-09,0.00,23.9
2020-07-10,0.00,25.2
2020-07-11,4.57,24.1
2020-07-12,0.00,24.8
2020-07-13,0.68,24.3
2020-07-14,5.32,22.8
2020-07-15,4.12,22.0
2020-07-16,0.00,19.9
2020-07-17,5.94,19.2
2020-07-18,0.52,18.7
2020-07-19,0.00,24.4
2020-07-20,0.00,26.9
2020-07-21,0.00,25.5
2020-07-22,0.83,24.5
2020-07-23,0.63,24.2
2020-07-24,9.59,24.0
2020-07-25,0.00,23.3
2020-07-26,0.00,25.3
2020-07-27,0.00,26.3
2020-07-28,0.00,27.2
2020-07-29,0.00,24.5
2020-07-30,0.00,23.4
2020-07-31,0.28,24.3
2020-08-01,0.00,23.3
2020-08-02,0.00,25.5
2020-08-03,28.01,24.4
2020-08-04,1.02,26.2
2020-08-05,9.01,23.1
2020-08-06,0.00,22.1
2020-08-07,0.00,21.5
2020-08-08,0.54,22.5
2020-08-09,0.00,24.0
2020-08-10,0.00,24.4
2020-08-11,2.53,26.4
2020-08-12,10.29,26.3
2020-08-13,0.00,25.4
2020-08-14,0.00,23.4
2020-08-15,0.00,23.2
2020-08-16,0.00,19.9
2020-08-17,8.06,18.0
2020-08-18,12.55,21.8
2020-08-19,0.00,20.2
2020-08-20,0.00,18.6
2020-08-21,0.00,19.3
2020-08-22,0.00,22.9
2020-08-23,0.00,24.1
2020-08-24,0.00,24.3
2020-08-25,0.00,24.5
2020-08-26,4.51,21.6
2020-08-27,0.00,17.5
2020-08-28,6.79,18.3
2020-08-29,0.22,21.4
2020-08-30,7.74,20.2
2020-08-31,0.00,16.4
2020-09-01,0.00,17.1
2020-09-02,0.00,19.2
2020-09-03,10.35,19.3
2020-09-04,0.02,22.7
2020-09-05,0.00,19.9
2020-09-06,0.00,18.5
2020-09-07,0.00,19.8
2020-09-08,0.00,21.1
2020-09-09,0.00,22.7
2020-09-10,0.00,21.7
2020-09-11,2.05,22.7
2020-09-12,0.00,15.8
2020-09-13,0.00,15.7
2020-09-14,0.00,17.3
2020-09-15,0.00,14.4
2020-09-16,0.00,12.4
2020-09-17,0.00,14.8
2020-09-18,0.00,17.6
2020-09-19,0.00,11.3
2020-09-20,0.00,9.7
2020-09-21,0.00,9.0
2020-09-22,0.00,10.1
2020-09-23,0.00,11.8
2020-09-24,0.00,17.6
2020-09-25,0.00,17.3
2020-09-26,0.00,19.3
2020-09-27,0.00,19.6
2020-09-28,0.63,21.7
2020-09-29,0.00,21.3
2020-09-30,29.14,21.0
2020-10-01,2.13,15.5
2020-10-02,0.00,17.1
2020-10-03,0.32,10.5
2020-10-04,0.00,10.8
2020-10-05,0.00,11.8
2020-10-06,0.19,12.2
2020-10-07,0.00,13.5
2020-10-08,2.12,15.1
2020-10-09,0.00,8.9
2020-10-10,0.00,10.3
2020-10-11,0.00,17.5
2020-10-12,0.00,13.2
2020-10-13,17.60,9.8
2020-10-14,22.01,9.7
2020-10-15,0.00,13.0
2020-10-16,0.00,13.9
2020-10-17,33.16,11.5
2020-10-18,0.66,7.0
2020-10-19,0.00,8.4
2020-10-20,0.00,10.7
2020-10-21,0.00,15.1
2020-10-22,0.00,18.2
2020-10-23,0.00,20.0
2020-10-24,0.00,15.1
2020-10-25,0.00,10.7
2020-10-26,0.09,7.7
2020-10-27,0.17,9.1
2020-10-28,2.70,9.0
2020-10-29,7.25,7.3
2020-10-30,35.10,4.0
2020-10-31,9.45,-2.8
2020-11-01,0.00,0.7
2020-11-02,18.62,5.3
2020-11-03,0.00,2.0
2020-11-04,0.00,1.9
2020-11-05,0.00,7.0
2020-11-06,0.00,14.4
2020-11-07,0.00,15.0
2020-11-08,0.00,15.8
2020-11-09,0.00,14.6
2020-11-10,0.00,15.0
2020-11-11,0.00,15.0
2020-11-12,6.99,17.9
2020-11-13,2.88,9.5
2020-11-14,4.80,4.4
2020-11-15,0.00,2.2
2020-11-16,13.04,6.9
2020-11-17,0.00,4.7
2020-11-18,0.00,2.2
2020-11-19,0.00,-4.3
2020-11-20,0.00,0.7
2020-11-21,0.00,10.1
2020-11-22,0.00,7.3
2020-11-23,22.55,6.3
2020-11-24,19.13,5.5
2020-11-25,0.00,1.7
2020-11-26,7.77,5.7
2020-11-27,12.04,10.8
2020-11-28,0.00,8.5
2020-11-29,0.04,4.9
2020-11-30,0.00,5.1
2020-12-01,53.55,10.5
2020-12-02,0.00,6.6
2020-12-03,0.00,1.6
2020-12-04,0.00,4.3
2020-12-05,19.91,8.3
2020-12-06,44.82,1.7
2020-12-07,0.74,-1.4
2020-12-08,0.00,-1.7
2020-12-09,0.00,-3.8
2020-12-10,0.00,-1.6
2020-12-11,0.00,1.2
2020-12-12,0.00,3.1
2020-12-13,2.93,4.4
2020-12-14,0.00,6.8
2020-12-15,3.81,-0.2
2020-12-16,0.00,-4.2
2020-12-17,26.43,-6.0
2020-12-18,2.99,-5.5
2020-12-19,0.00,-6.8
2020-12-20,0.00,-6.4
2020-12-21,1.67,-2.7
2020-12-22,0.00,-0.4
2020-12-23,0.00,1.1
2020-12-24,0.00,0.7
2020-12-25,48.09,9.2
2020-12-26,23.84,5.5
2020-12-27,0.00,-3.7
2020-12-28,0.00,-1.7
2020-12-29,0.00,3.3
2020-12-30,0.00,-2.6
2020-12-31,5.65,-0.4
2021-01-01,0.02,-0.2
2021-01-02,8.64,0.2
2021-01-03,0.10,1.5
2021-01-04,1.92,-1.2
2021-01-05,0.00,0.7
2021-01-06,0.00,0.5
2021-01-07,0.00,0.3
2021-01-08,0.00,-0.8
2021-01-09,0.00,-1.3
2021-01-10,0.00,-2.1
2021-01-11,0.00,-1.4
2021-01-12,0.00,-2.9
2021-01-13,0.00,-1.5
2021-01-14,0.00,0.0
2021-01-15,0.00,1.5
2021-01-16,34.90,2.8
2021-01-17,10.62,2.9
2021-01-18,0.00,2.4
2021-01-19,0.00,0.9
2021-01-20,0.00,0.6
2021-01-21,0.00,-3.4
2021-01-22,0.00,-4.0
2021-01-23,0.00,-0.2
2021-01-24,0.00,-7.0
2021-01-25,0.00,-6.7
2021-01-26,0.00,-4.4
2021-01-27,8.30,-2.8
2021-01-28,0.00,-2.2
2021-01-29,0.00,-8.7
2021-01-30,0.00,-12.4
2021-01-31,0.00,-10.9
2021-02-01,1.71,-10.4
2021-02-02,20.99,-3.2
2021-02-03,0.00,-1.5
2021-02-04,0.00,-1.5
2021-02-05,0.00,-1.9
2021-02-06,0.00,-0.3
2021-02-07,0.00,0.1
2021-02-08,10.62,-5.9
2021-02-09,0.00,-7.1
2021-02-10,2.41,-6.7
2021-02-11,0.44,-5.6
2021-02-12,0.00,-6.9
2021-02-13,0.00,-7.5
2021-02-14,0.00,-4.8
2021-02-15,0.00,-0.3
2021-02-16,17.50,-0.0
2021-02-17,5.74,0.2
2021-02-18,0.31,-4.3
2021-02-19,3.67,-4.6
2021-02-20,4.70,-3.5
2021-02-21,0.00,-4.0
2021-02-22,0.00,-4.4
2021-02-23,9.23,-0.7
2021-02-24,0.00,2.8
2021-02-25,0.00,5.7
2021-02-26,0.00,1.0
2021-02-27,0.00,1.6
2021-02-28,6.61,3.8
2021-03-01,5.50,3.2
2021-03-02,1.44,-2.2
2021-03-03,0.00,-6.5
2021-03-04,0.00,2.5
2021-03-05,0.00,-2.0
2021-03-06,0.00,-3.9
2021-03-07,0.00,-4.8
2021-03-08,0.00,-2.3
2021-03-09,0.00,-1.1
2021-03-10,0.00,5.3
2021-03-11,0.00,6.0
2021-03-12,0.00,12.5
2021-03-13,0.00,7.2
2021-03-14,0.00,2.3
2021-03-15,0.00,-1.7
2021-03-16,0.00,-6.0
2021-03-17,0.00,-3.4
2021-03-18,0.00,3.1
2021-03-19,23.14,2.0
2021-03-20,0.00,0.1
2021-03-21,0.00,5.3
2021-03-22,0.00,8.2
2021-03-23,0.00,7.4
2021-03-24,0.00,9.9
2021-03-25,8.54,10.2
2021-03-26,2.11,16.3
2021-03-27,0.00,13.9
2021-03-28,0.00,11.0
2021-03-29,26.86,9.1
2021-03-30,0.00,2.5
2021-03-31,0.00,6.2
2021-04-01,12.10,11.0
2021-04-02,0.00,1.5
2021-04-03,0.00,-2.3
2021-04-04,0.00,3.0
2021-04-05,0.00,8.4
2021-04-06,0.00,10.1
2021-04-07,0.00,10.4
2021-04-08,0.00,12.3
2021-04-09,0.00,12.2
2021-04-10,0.00,12.8
2021-04-11,0.00,14.9
2021-04-12,1.45,9.5
2021-04-13,0.00,6.8
2021-04-14,0.00,11.8
2021-04-15,0.00,12.8
2021-04-16,30.87,4.0
2021-04-17,14.35,1.8
2021-04-18,0.00,6.0
2021-04-19,0.00,9.5
2021-04-20,0.00,10.7
2021-04-21,0.00,13.8
2021-04-22,9.22,8.2
2021-04-23,0.70,3.3
2021-04-24,0.00,8.4
2021-04-25,3.80,13.6
2021-04-26,9.19,7.6
2021-04-27,0.00,7.6
2021-04-28,0.32,12.5
2021-04-29,0.00,16.8
2021-04-30,6.24,12.4
2021-05-01,0.99,9.8
2021-05-02,0.00,9.4
2021-05-03,3.54,16.7
2021-05-04,23.35,15.1
2021-05-05,1.29,10.7
2021-05-06,2.79,9.7
2021-05-07,0.00,11.1
2021-05-08,0.00,10.6
2021-05-09,0.00,9.4
2021-05-10,26.15,11.7
2021-05-11,0.00,10.8
2021-05-12,0.00,10.7
2021-05-13,0.00,11.1
2021-05-14,0.00,13.0
2021-05-15,0.00,16.3
2021-05-16,0.00,17.9
2021-05-17,1.61,16.6
2021-05-18,1.50,16.4
2021-05-19,0.00,19.6
2021-05-20,0.00,18.2
2021-05-21,0.00,17.0
2021-05-22,0.00,18.4
2021-05-23,0.00,22.8
2021-05-24,2.12,18.7
2021-05-25,0.00,13.5
2021-05-26,0.00,16.9
2021-05-27,28.91,22.8
2021-05-28,0.00,17.0
2021-05-29,51.01,11.3
2021-05-30,4.62,7.3
2021-05-31,43.77,8.2
2021-06-01,0.00,11.6
2021-06-02,0.00,16.3
2021-06-03,0.00,19.2
2021-06-04,0.43,17.3
2021-06-05,19.89,18.4
2021-06-06,0.00,22.9
2021-06-07,0.00,24.9
2021-06-08,0.00,26.0
2021-06-09,0.42,26.4
2021-06-10,0.00,23.4
2021-06-11,0.00,17.5
2021-06-12,1.69,18.4
2021-06-13,0.85,17.4
2021-06-14,0.53,19.1
2021-06-15,21.29,16.2
2021-06-16,0.00,18.7
2021-06-17,0.00,15.7
2021-06-18,0.00,17.0
2021-06-19,0.00,21.3
2021-06-20,2.39,22.7
2021-06-21,0.00,23.0
2021-06-22,0.00,22.8
2021-06-23,11.08,17.3
2021-06-24,0.00,15.2
2021-06-25,1.29,18.1
2021-06-26,0.41,19.2
2021-06-27,0.00,23.0
2021-06-28,0.00,24.4
2021-06-29,0.00,26.9
2021-06-30,15.96,27.3
2021-07-01,12.43,27.0
2021-07-02,30.14,22.2
2021-07-03,16.50,16.9
2021-07-04,4.70,13.9
2021-07-05,0.00,17.2
2021-07-06,0.00,18.1
2021-07-07,26.51,24.4
2021-07-08,24.67,23.9
2021-07-09,27.19,18.8
2021-07-10,95.83,21.9
2021-07-11,0.00,20.6
2021-07-12,5.97,21.6
2021-07-13,8.32,18.8
2021-07-14,7.78,18.9
2021-07-15,9.70,23.1
2021-07-16,0.00,25.2
2021-07-17,9.34,25.8
2021-07-18,89.45,25.2
2021-07-19,2.95,23.1
2021-07-20,1.22,20.8
2021-07-21,0.00,23.2
2021-07-22,0.00,19.9
2021-07-23,0.00,21.0
2021-07-24,0.74,19.9
2021-07-25,0.92,21.8
2021-07-26,2.36,21.1
2021-07-27,0.00,22.5
2021-07-28,10.96,23.6
2021-07-29,0.00,20.0
2021-07-30,5.23,20.3
2021-07-31,0.00,18.6
2021-08-01,0.00,16.3
2021-08-02,0.00,19.0
2021-08-03,0.00,18.0
2021-08-04,0.00,18.3
2021-08-05,2.32,18.5
2021-08-06,1.10,18.1
2021-08-07,0.00,22.7
2021-08-08,0.00,23.9
2021-08-09,0.00,22.0
2021-08-10,0.00,21.6
2021-08-11,0.30,21.9
2021-08-12,0.00,25.6
2021-08-13,16.07,26.3
2021-08-14,0.00,26.9
2021-08-15,4.01,22.5
2021-08-16,0.00,20.2
2021-08-17,0.00,20.4
2021-08-18,0.00,21.7
2021-08-19,18.26,23.0
2021-08-20,43.53,23.4
2021-08-21,1.44,23.1
2021-08-22,0.83,24.9
2021-08-23,34.53,21.2
2021-08-24,21.33,22.0
2021-08-25,0.00,24.1
2021-08-26,0.00,25.1
2021-08-27,0.00,26.8
2021-08-28,0.00,25.3
2021-08-29,11.46,18.2
2021-08-30,0.00,18.3
2021-08-31,0.00,22.9
2021-09-01,0.11,22.0
2021-09-02,134.13,16.2
2021-09-03,0.00,16.3
2021-09-04,0.00,16.5
2021-09-05,0.00,18.2
2021-09-06,3.27,17.7
2021-09-07,0.00,19.1
2021-09-08,0.00,18.4
2021-09-09,15.81,21.6
2021-09-10,27.92,18.6
2021-09-11,0.00,15.8
2021-09-12,0.00,17.3
2021-09-13,0.00,21.5
2021-09-14,0.00,18.3
2021-09-15,0.00,18.4
2021-09-16,9.69,22.6
2021-09-17,1.65,19.1
2021-09-18,0.00,18.4
2021-09-19,0.00,19.7
2021-09-20,0.00,16.4
2021-09-21,0.00,15.7
2021-09-22,0.40,17.3
2021-09-23,10.69,20.5
2021-09-24,8.75,22.8
2021-09-25,22.92,16.6
2021-09-26,0.00,18.1
2021-09-27,0.00,14.9
2021-09-28,0.00,16.2
2021-09-29,12.25,13.2
2021-09-30,0.11,12.8
2021-10-01,0.00,10.6
2021-10-02,0.00,12.0
2021-10-03,0.00,15.3
2021-10-04,25.15,17.3
2021-10-05,26.94,12.6
2021-10-06,0.00,12.3
2021-10-07,0.00,15.9
2021-10-08,0.00,16.6
2021-10-09,0.00,17.0
2021-10-10,0.00,14.1
2021-10-11,0.00,14.2
2021-10-12,0.00,15.4
2021-10-13,0.00,15.8
2021-10-14,0.00,15.9
2021-10-15,0.00,18.5
2021-10-16,0.00,18.9
2021-10-17,8.33,15.8
2021-10-18,0.00,10.9
2021-10-19,0.00,8.8
2021-10-20,0.00,10.4
2021-10-21,0.00,15.9
2021-10-22,0.00,16.0
2021-10-23,0.00,12.7
2021-10-24,0.00,8.8
2021-10-25,9.36,8.8
2021-10-26,22.41,10.8
2021-10-27,21.87,12.0
2021-10-28,0.45,8.5
2021-10-29,0.00,5.6
2021-10-30,2.34,6.2
2021-10-31,24.24,13.0
2021-11-01,0.00,13.0
2021-11-02,0.00,9.0
2021-11-03,0.00,6.3
2021-11-04,0.00,4.1
2021-11-05,0.00,3.7
2021-11-06,0.00,3.2
2021-11-07,0.00,3.9
2021-11-08,0.00,5.6
2021-11-09,0.00,8.0
2021-11-10,0.00,11.4
2021-11-11,0.00,7.4
2021-11-12,4.14,7.1
2021-11-13,10.82,8.3
2021-11-14,10.37,8.0
2021-11-15,1.44,5.0
2021-11-16,0.00,4.1
2021-11-17,0.00,2.5
2021-11-18,0.00,5.0
2021-11-19,5.62,10.7
2021-11-20,0.00,1.6
2021-11-21,0.00,3.0
2021-11-22,7.54,7.2
2021-11-23,1.16,3.9
2021-11-24,0.00,-1.0
2021-11-25,0.00,0.2
2021-11-26,0.75,5.2
2021-11-27,4.90,2.5
2021-11-28,0.00,-0.6
2021-11-29,0.00,-1.5
2021-11-30,0.00,-1.1
2021-12-01,0.00,-1.4
2021-12-02,1.04,3.2
2021-12-03,1.18,7.3
2021-12-04,0.00,1.3
2021-12-05,0.00,0.1
2021-12-06,3.54,4.9
2021-12-07,9.02,7.4
2021-12-08,0.00,0.3
2021-12-09,3.16,-1.6
2021-12-10,0.00,-1.7
2021-12-11,1.12,2.1
2021-12-12,8.68,9.4
2021-12-13,0.00,3.4
2021-12-14,0.00,6.0
2021-12-15,0.00,3.3
2021-12-16,3.44,4.4
2021-12-17,0.00,12.4
2021-12-18,0.00,7.9
2021-12-19,12.23,2.0
2021-12-20,0.00,-3.4
2021-12-21,0.00,-3.7
2021-12-22,1.61,0.6
2021-12-23,3.80,0.7
2021-12-24,2.96,-4.0
2021-12-25,2.89,-4.1
2021-12-26,9.32,0.4
2021-12-27,0.00,1.1
2021-12-28,1.31,-0.8
2021-12-29,2.23,3.0
2021-12-30,1.31,2.3
2021-12-31,2.94,4.2
2022-01-01,0.74,4.9
2022-01-02,7.40,8.1
2022-01-03,0.08,3.5
2022-01-04,0.00,-6.9
2022-01-05,0.33,-5.5
2022-01-06,7.50,2.2
2022-01-07,13.02,-0.9
2022-01-08,2.71,-6.2
2022-01-09,0.00,-7.1
2022-01-10,2.84,-0.5
2022-01-11,0.00,-8.0
2022-01-12,0.00,-13.9
2022-01-13,0.00,-4.9
2022-01-14,0.00,1.6
2022-01-15,0.00,-7.1
2022-01-16,0.00,-15.5
2022-01-17,12.64,-7.3
2022-01-18,6.84,0.5
2022-01-19,0.00,-6.0
2022-01-20,3.84,-0.1
2022-01-21,1.87,-6.2
2022-01-22,0.00,-10.5
2022-01-23,0.00,-7.5
2022-01-24,0.00,-4.9
2022-01-25,2.04,-3.4
2022-01-26,0.00,-4.0
2022-01-27,0.00,-11.7
2022-01-28,0.00,-9.2
2022-01-29,6.34,-3.6
2022-01-30,17.33,-11.1
2022-01-31,0.00,-11.7
2022-02-01,0.00,-8.9
2022-02-02,0.00,-4.9
2022-02-03,0.00,2.5
2022-02-04,25.59,4.1
2022-02-05,11.40,-3.0
2022-02-06,0.00,-10.8
2022-02-07,0.00,-7.6
2022-02-08,16.74,-1.2
2022-02-09,0.00,0.0
2022-02-10,0.00,0.2
2022-02-11,0.00,1.8
2022-02-12,0.00,4.7
2022-02-13,1.66,3.5
2022-02-14,3.26,-6.1
2022-02-15,0.00,-10.7
2022-02-16,0.00,-8.5
2022-02-17,0.00,-0.1
2022-02-18,15.72,10.7
2022-02-19,3.85,0.9
2022-02-20,1.06,-4.9
2022-02-21,0.00,-5.2
2022-02-22,0.00,4.9
2022-02-23,21.46,5.7
2022-02-24,0.00,6.9
2022-02-25,11.75,-4.4
2022-02-26,13.39,-5.6
2022-02-27,0.00,-5.4
2022-02-28,0.00,-1.8
2022-03-01,0.00,-6.1
2022-03-02,3.56,-1.6
2022-03-03,4.09,1.7
2022-03-04,0.00,-4.2
2022-03-05,0.00,-4.5
2022-03-06,0.00,-0.6
2022-03-07,2.06,9.6
2022-03-08,4.18,8.4
2022-03-09,0.00,1.1
2022-03-10,9.40,-1.6
2022-03-11,0.00,2.6
2022-03-12,1.18,5.8
2022-03-13,10.37,-0.1
2022-03-14,0.00,-3.4
2022-03-15,0.00,4.1
2022-03-16,1.14,9.0
2022-03-17,0.00,8.6
2022-03-18,2.57,8.8
2022-03-19,1.19,15.1
2022-03-20,1.62,11.9
2022-03-21,0.00,7.8
2022-03-22,0.00,7.2
2022-03-23,0.00,4.0
2022-03-24,13.41,4.5
2022-03-25,21.18,3.7
2022-03-26,0.00,8.3
2022-03-27,0.80,6.7
2022-03-28,0.00,-0.2
2022-03-29,0.00,-5.9
2022-03-30,0.00,-2.6
2022-03-31,0.00,1.7
2022-04-01,24.94,9.8
2022-04-02,2.77,6.2
2022-04-03,0.00,5.0
2022-04-04,3.18,5.3
2022-04-05,0.00,5.5
2022-04-06,4.80,9.1
2022-04-07,1.80,5.8
2022-04-08,27.42,8.3
2022-04-09,0.26,10.2
2022-04-10,2.46,7.1
2022-04-11,0.00,4.6
2022-04-12,0.98,9.6
2022-04-13,3.66,11.9
2022-04-14,0.00,14.5
2022-04-15,4.60,15.1
2022-04-16,0.00,13.9
2022-04-17,6.61,10.6
2022-04-18,0.00,3.1
2022-04-19,31.95,8.4
2022-04-20,1.59,6.0
2022-04-21,0.00,6.1
2022-04-22,0.00,9.4
2022-04-23,0.00,10.1
2022-04-24,0.00,12.1
2022-04-25,0.05,7.9
2022-04-26,0.00,11.3
2022-04-27,3.24,8.4
2022-04-28,0.00,6.8
2022-04-29,0.00,6.1
2022-04-30,0.00,8.2
2022-05-01,0.00,9.3
2022-05-02,0.00,12.3
2022-05-03,4.46,9.6
2022-05-04,0.00,9.8
2022-05-05,2.40,10.6
2022-05-06,0.00,14.5
2022-05-07,0.37,12.2
2022-05-08,0.34,8.5
2022-05-09,0.00,8.0
2022-05-10,0.00,11.0
2022-05-11,0.00,13.0
2022-05-12,0.00,17.2
2022-05-13,0.00,19.8
2022-05-14,0.00,21.2
2022-05-15,3.10,21.7
2022-05-16,1.48,20.5
2022-05-17,6.66,18.7
2022-05-18,0.00,15.4
2022-05-19,5.89,14.5
2022-05-20,3.65,10.7
2022-05-21,1.43,15.9
2022-05-22,0.00,24.1
2022-05-23,1.64,21.4
2022-05-24,0.00,16.5
2022-05-25,0.00,13.1
2022-05-26,0.00,13.7
2022-05-27,0.00,14.9
2022-05-28,9.76,20.5
2022-05-29,7.74,17.8
2022-05-30,0.00,18.0
2022-05-31,0.00,23.0
