Time,Q (m3/s),Q (ft3/s)
07/31/2019,0.143566176,5.07
08/01/2019,0.176413664,6.23
08/02/2019,0.163671104,5.78
08/03/2019,0.120629568,4.26
08/04/2019,0.109302848,3.86
08/05/2019,0.09627712,3.4
08/06/2019,0.094011776,3.32
08/07/2019,0.227383904,8.03
08/08/2019,0.75605856,26.7
08/09/2019,0.3681184,13
08/10/2019,0.251736352,8.89
08/11/2019,0.189156224,6.68
08/12/2019,0.158007744,5.58
08/13/2019,0.136203808,4.81
08/14/2019,0.13308896,4.7
08/15/2019,0.119780064,4.23
08/16/2019,0.106471168,3.76
08/17/2019,0.102789984,3.63
08/18/2019,0.214924512,7.59
08/19/2019,0.39360352,13.9
08/20/2019,0.37095008,13.1
08/21/2019,0.35396,12.5
08/22/2019,0.83817728,29.6
08/23/2019,0.44174208,15.6
08/24/2019,0.30865312,10.9
08/25/2019,0.231348256,8.17
08/26/2019,0.186041376,6.57
08/27/2019,0.18830672,6.65
08/28/2019,0.80136544,28.3
08/29/2019,1.78112672,62.9
08/30/2019,0.64279136,22.7
08/31/2019,0.39360352,13.9
09/01/2019,0.269292768,9.51
09/02/2019,0.245506656,8.67
09/03/2019,0.52102912,18.4
09/04/2019,0.48704896,17.2
09/05/2019,0.60314784,21.3
09/06/2019,0.35112832,12.4
09/07/2019,0.279203648,9.86
09/08/2019,0.219172032,7.74
09/09/2019,0.190855232,6.74
09/10/2019,0.176413664,6.23
09/11/2019,0.173015648,6.11
09/12/2019,0.218888864,7.73
09/13/2019,0.20812848,7.35
09/14/2019,0.190005728,6.71
09/15/2019,0.39077184,13.8
09/16/2019,0.241259136,8.52
09/17/2019,0.18972256,6.7
09/18/2019,0.156875072,5.54
09/19/2019,0.137619648,4.86
09/20/2019,0.12459392,4.4
09/21/2019,0.114966208,4.06
09/22/2019,0.112700864,3.98
09/23/2019,0.106188,3.75
09/24/2019,0.120629568,4.26
09/25/2019,0.103922656,3.67
09/26/2019,0.140451328,4.96
09/27/2019,0.269292768,9.51
09/28/2019,0.146397856,5.17
09/29/2019,0.124027584,4.38
09/30/2019,0.112134528,3.96
10/01/2019,0.101657312,3.59
10/02/2019,0.100241472,3.54
10/03/2019,0.11893056,4.2
10/04/2019,0.120063232,4.24
10/05/2019,0.10335632,3.65
10/06/2019,0.095144448,3.36
10/07/2019,0.101090976,3.57
10/08/2019,0.1486632,5.25
10/09/2019,0.15432656,5.45
10/10/2019,0.176130496,6.22
10/11/2019,0.148380032,5.24
10/12/2019,0.134787968,4.76
10/13/2019,0.12884144,4.55
10/14/2019,0.127708768,4.51
10/15/2019,0.133655296,4.72
10/16/2019,0.232764096,8.22
10/17/2019,4.3041536,152
10/18/2019,1.34787968,47.6
10/19/2019,0.71358336,25.2
10/20/2019,0.53518752,18.9
10/21/2019,0.49837568,17.6
10/22/2019,0.40776192,14.4
10/23/2019,0.85799904,30.3
10/24/2019,0.6088112,21.5
10/25/2019,0.51253408,18.1
10/26/2019,0.4105936,14.5
10/27/2019,1.06188,37.5
10/28/2019,1.28275104,45.3
10/29/2019,0.82401888,29.1
10/30/2019,0.75322688,26.6
10/31/2019,0.99958304,35.3
11/01/2019,1.06188,37.5
11/02/2019,0.76738528,27.1
11/03/2019,0.66261312,23.4
11/04/2019,0.56067264,19.8
11/05/2019,0.53235584,18.8
11/06/2019,0.5097024,18
11/07/2019,0.50120736,17.7
11/08/2019,0.65694976,23.2
11/09/2019,0.53518752,18.9
11/10/2019,0.50120736,17.7
11/11/2019,0.47855392,16.9
11/12/2019,0.47005888,16.6
11/13/2019,0.43607872,15.4
11/14/2019,0.40209856,14.2
11/15/2019,0.41342528,14.6
11/16/2019,0.40209856,14.2
11/17/2019,0.37661344,13.3
11/18/2019,0.3964352,14
11/19/2019,0.54085088,19.1
11/20/2019,0.5238608,18.5
11/21/2019,0.47005888,16.6
11/22/2019,0.51819744,18.3
11/23/2019,0.48704896,17.2
11/24/2019,2.71274944,95.8
11/25/2019,3.9077184,138
11/26/2019,1.90288896,67.2
11/27/2019,1.40451328,49.6
11/28/2019,1.3025728,46
11/29/2019,1.04488992,36.9
11/30/2019,0.94294944,33.3
12/01/2019,0.88348416,31.2
12/02/2019,1.02789984,36.3
12/03/2019,0.99675136,35.2
12/04/2019,0.92312768,32.6
12/05/2019,0.88348416,31.2
12/06/2019,0.83251392,29.4
12/07/2019,0.79853376,28.2
12/08/2019,0.75322688,26.6
12/09/2019,1.92837408,68.1
12/10/2019,5.9182112,209
12/11/2019,4.1625696,147
12/12/2019,2.3644528,83.5
12/13/2019,1.79245344,63.3
12/14/2019,9.6843456,342
12/15/2019,5.4934592,194
12/16/2019,3.1431648,111
12/17/2019,2.70991776,95.7
12/18/2019,2.55134368,90.1
12/19/2019,2.01615616,71.2
12/20/2019,1.75847328,62.1
12/21/2019,1.56025568,55.1
12/22/2019,1.46964192,51.9
12/23/2019,1.46397856,51.7
12/24/2019,1.47530528,52.1
12/25/2019,1.36770144,48.3
12/26/2019,1.31389952,46.4
12/27/2019,1.32805792,46.9
12/28/2019,1.32239456,46.7
12/29/2019,1.25160256,44.2
12/30/2019,3.2847488,116
12/31/2019,3.9360352,139
01/01/2020,2.7184128,96
01/02/2020,2.06146304,72.8
01/03/2020,1.80944352,63.9
01/04/2020,1.82926528,64.6
01/05/2020,1.87174048,66.1
01/06/2020,1.628216,57.5
01/07/2020,1.49229536,52.7
01/08/2020,1.42433504,50.3
01/09/2020,1.26292928,44.6
01/10/2020,1.21195904,42.8
01/11/2020,1.30540448,46.1
01/12/2020,1.43566176,50.7
01/13/2020,1.27991936,45.2
01/14/2020,1.20912736,42.7
01/15/2020,1.14966208,40.6
01/16/2020,1.1893056,42
01/17/2020,1.05904832,37.4
01/18/2020,1.04205824,36.8
01/19/2020,1.15532544,40.8
01/20/2020,1.03073152,36.4
01/21/2020,1.03922656,36.7
01/22/2020,1.05621664,37.3
01/23/2020,0.991088,35
01/24/2020,0.94011776,33.2
01/25/2020,1.71033472,60.4
01/26/2020,3.4263328,121
01/27/2020,1.9397008,68.5
01/28/2020,1.52061216,53.7
01/29/2020,1.31956288,46.6
01/30/2020,1.16382048,41.1
01/31/2020,1.09869184,38.8
02/01/2020,1.09586016,38.7
02/02/2020,1.0901968,38.5
02/03/2020,1.04488992,36.9
02/04/2020,1.01657312,35.9
02/05/2020,1.01374144,35.8
02/06/2020,1.29690944,45.8
02/07/2020,1.63387936,57.7
02/08/2020,1.46397856,51.7
02/09/2020,1.19496896,42.2
02/10/2020,1.36203808,48.1
02/11/2020,1.63671104,57.8
02/12/2020,1.58007744,55.8
02/13/2020,2.66461088,94.1
02/14/2020,2.27383904,80.3
02/15/2020,1.59140416,56.2
02/16/2020,1.41867168,50.1
02/17/2020,1.33655296,47.2
02/18/2020,1.28275104,45.3
02/19/2020,1.4583152,51.5
02/20/2020,1.18647392,41.9
02/21/2020,0.991088,35
02/22/2020,0.98259296,34.7
02/23/2020,0.95710784,33.8
02/24/2020,0.95710784,33.8
02/25/2020,0.98542464,34.8
02/26/2020,1.28558272,45.4
02/27/2020,2.3078192,81.5
02/28/2020,1.8264336,64.5
02/29/2020,1.37053312,48.4
03/01/2020,1.11001856,39.2
03/02/2020,1.04205824,36.8
03/03/2020,1.09586016,38.7
03/04/2020,1.20629568,42.6
03/05/2020,1.01090976,35.7
03/06/2020,0.9344544,33
03/07/2020,0.88065248,31.1
03/08/2020,0.81269216,28.7
03/09/2020,0.79003872,27.9
03/10/2020,0.7645536,27
03/11/2020,0.74473184,26.3
03/12/2020,0.71924672,25.4
03/13/2020,1.46681024,51.8
03/14/2020,1.274256,45
03/15/2020,0.98259296,34.7
03/16/2020,0.85799904,30.3
03/17/2020,0.88631584,31.3
03/18/2020,0.85516736,30.2
03/19/2020,1.93686912,68.4
03/20/2020,1.71882976,60.7
03/21/2020,1.30540448,46.1
03/22/2020,1.03639488,36.6
03/23/2020,1.36203808,48.1
03/24/2020,3.256432,115
03/25/2020,2.2511856,79.5
03/26/2020,1.76413664,62.3
03/27/2020,1.45548352,51.4
03/28/2020,1.2884144,45.5
03/29/2020,2.56550208,90.6
03/30/2020,2.38993792,84.4
03/31/2020,1.86324544,65.8
04/01/2020,1.56025568,55.1
04/02/2020,1.37619648,48.6
04/03/2020,1.66502784,58.8
04/04/2020,1.55176064,54.8
04/05/2020,1.34787968,47.6
04/06/2020,1.19496896,42.2
04/07/2020,1.1609888,41
04/08/2020,1.2176224,43
04/09/2020,1.67635456,59.2
04/10/2020,1.93403744,68.3
04/11/2020,1.4016816,49.5
04/12/2020,1.15532544,40.8
04/13/2020,5.6350432,199
04/14/2020,6.229696,220
04/15/2020,3.0298976,107
04/16/2020,2.38427456,84.2
04/17/2020,2.03597792,71.9
04/18/2020,2.66744256,94.2
04/19/2020,2.63912576,93.2
04/20/2020,2.23136384,78.8
04/21/2020,2.25684896,79.7
04/22/2020,2.4918784,88
04/23/2020,1.96518592,69.4
04/24/2020,2.03031456,71.7
04/25/2020,1.90855232,67.4
04/26/2020,1.65086944,58.3
04/27/2020,1.6140576,57
04/28/2020,1.59706752,56.4
04/29/2020,1.43566176,50.7
04/30/2020,1.65086944,58.3
05/01/2020,4.4174208,156
05/02/2020,2.9166304,103
05/03/2020,2.194552,77.5
05/04/2020,1.7981168,63.5
05/05/2020,1.53760224,54.3
05/06/2020,1.44132512,50.9
05/07/2020,1.49512704,52.8
05/08/2020,1.3875232,49
05/09/2020,2.00482944,70.8
05/10/2020,1.50928544,53.3
05/11/2020,1.39601824,49.3
05/12/2020,1.5291072,54
05/13/2020,1.19780064,42.3
05/14/2020,1.05621664,37.3
05/15/2020,1.20629568,42.6
05/16/2020,2.58249216,91.2
05/17/2020,1.7698,62.5
05/18/2020,1.35071136,47.7
05/19/2020,1.06754336,37.7
05/20/2020,0.93728608,33.1
05/21/2020,0.88065248,31.1
05/22/2020,0.83251392,29.4
05/23/2020,0.79570208,28.1
05/24/2020,0.72491008,25.6
05/25/2020,0.69092992,24.4
05/26/2020,0.6654448,23.5
05/27/2020,0.60314784,21.3
05/28/2020,0.56916768,20.1
05/29/2020,0.61447456,21.7
05/30/2020,0.58332608,20.6
05/31/2020,0.49271232,17.4
06/01/2020,0.4389104,15.5
06/02/2020,0.41342528,14.6
06/03/2020,0.40493024,14.3
06/04/2020,0.3822768,13.5
06/05/2020,0.39077184,13.8
06/06/2020,0.424752,15
06/07/2020,0.40776192,14.4
06/08/2020,0.3398016,12
06/09/2020,0.30015808,10.6
06/10/2020,0.276371968,9.76
06/11/2020,0.44740544,15.8
06/12/2020,0.71358336,25.2
06/13/2020,0.46439552,16.4
06/14/2020,0.34829664,12.3
06/15/2020,0.28599968,10.1
06/16/2020,0.257966048,9.11
06/17/2020,0.231065088,8.16
06/18/2020,0.213508672,7.54
06/19/2020,0.20388096,7.2
06/20/2020,0.19255424,6.8
06/21/2020,0.176696832,6.24
06/22/2020,0.203314624,7.18
06/23/2020,0.201898784,7.13
06/24/2020,0.165086944,5.83
06/25/2020,0.150362208,5.31
06/26/2020,0.139884992,4.94
06/27/2020,0.151778048,5.36
06/28/2020,0.232480928,8.21
06/29/2020,0.35396,12.5
06/30/2020,0.34263328,12.1
07/01/2020,0.51253408,18.1
07/02/2020,0.5521776,19.5
07/03/2020,0.42192032,14.9
07/04/2020,0.43324704,15.3
07/05/2020,0.28599968,10.1
07/06/2020,0.27042544,9.55
07/07/2020,0.3256432,11.5
07/08/2020,0.236162112,8.34
07/09/2020,0.21379184,7.55
07/10/2020,0.187174048,6.61
07/11/2020,0.20388096,7.2
07/12/2020,0.176696832,6.24
07/13/2020,1.06754336,37.7
07/14/2020,1.19213728,42.1
07/15/2020,0.47572224,16.8
07/16/2020,0.28883136,10.2
07/17/2020,0.277221472,9.79
07/18/2020,0.256833376,9.07
07/19/2020,0.195669088,6.91
07/20/2020,0.165370112,5.84
07/21/2020,0.144132512,5.09
07/22/2020,0.12600976,4.45
07/23/2020,0.139884992,4.94
07/24/2020,0.15291072,5.4
07/25/2020,0.125443424,4.43
07/26/2020,0.108170176,3.82
07/27/2020,0.09344544,3.3
07/28/2020,0.083817728,2.96
07/29/2020,0.07362368,2.6
07/30/2020,0.06654448,2.35
07/31/2020,0.063146464,2.23
08/01/2020,0.058615776,2.07
08/02/2020,0.248621504,8.78
08/03/2020,0.37944512,13.4
08/04/2020,0.21662352,7.65
08/05/2020,0.19680176,6.95
08/06/2020,0.142150336,5.02
08/07/2020,0.115532544,4.08
08/08/2020,0.102506816,3.62
08/09/2020,0.088348416,3.12
08/10/2020,0.07928704,2.8
08/11/2020,0.073340512,2.59
08/12/2020,0.107320672,3.79
08/13/2020,0.087498912,3.09
08/14/2020,0.073906848,2.61
08/15/2020,0.06088112,2.15
08/16/2020,0.065411808,2.31
08/17/2020,0.085799904,3.03
08/18/2020,0.1486632,5.25
08/19/2020,0.078720704,2.78
08/20/2020,0.056067264,1.98
08/21/2020,0.044174208,1.56
08/22/2020,0.037661344,1.33
08/23/2020,0.033413824,1.18
08/24/2020,0.030298976,1.07
08/25/2020,0.029166304,1.03
08/26/2020,0.032281152,1.14
08/27/2020,0.03114848,1.1
08/28/2020,0.039926688,1.41
08/29/2020,0.054368256,1.92
08/30/2020,0.071358336,2.52
08/31/2020,0.04672272,1.65
09/01/2020,0.035962336,1.27
09/02/2020,0.044174208,1.56
09/03/2020,0.080986048,2.86
09/04/2020,0.064279136,2.27
09/05/2020,0.046156384,1.63
09/06/2020,0.03822768,1.35
09/07/2020,0.034263328,1.21
09/08/2020,0.032281152,1.14
09/09/2020,0.031714816,1.12
09/10/2020,0.03114848,1.1
09/11/2020,0.031997984,1.13
09/12/2020,0.032847488,1.16
09/13/2020,0.032847488,1.16
09/14/2020,0.030865312,1.09
09/15/2020,0.021520768,0.76
09/16/2020,0.026051456,0.92
09/17/2020,0.026334624,0.93
09/18/2020,0.030582144,1.08
09/19/2020,0.026051456,0.92
09/20/2020,0.024635616,0.87
09/21/2020,0.022370272,0.79
09/22/2020,0.024635616,0.87
09/23/2020,0.021520768,0.76
09/24/2020,0.012459392,0.44
09/25/2020,0.007645536,0.27
09/26/2020,0.009344544,0.33
09/27/2020,0.00991088,0.35
09/28/2020,0.011609888,0.41
09/29/2020,0.013308896,0.47
09/30/2020,0.10760384,3.8
10/01/2020,0.107887008,3.81
10/02/2020,0.063146464,2.23
10/03/2020,0.047005888,1.66
10/04/2020,0.04672272,1.65
10/05/2020,0.043607872,1.54
10/06/2020,0.047855392,1.69
10/07/2020,0.05238608,1.85
10/08/2020,0.059748448,2.11
10/09/2020,0.059748448,2.11
10/10/2020,0.05946528,2.1
10/11/2020,0.06229696,2.2
10/12/2020,0.065978144,2.33
10/13/2020,0.29166304,10.3
10/14/2020,0.224552224,7.93
10/15/2020,0.093728608,3.31
10/16/2020,0.075605856,2.67
10/17/2020,0.61730624,21.8
10/18/2020,0.255983872,9.04
10/19/2020,0.15149488,5.35
10/20/2020,0.115815712,4.09
10/21/2020,0.10052464,3.55
10/22/2020,0.088631584,3.13
10/23/2020,0.082685056,2.92
10/24/2020,0.0778712,2.75
10/25/2020,0.07362368,2.6
10/26/2020,0.070225664,2.48
10/27/2020,0.069092992,2.44
10/28/2020,0.091746432,3.24
10/29/2020,0.38794016,13.7
10/30/2020,0.76738528,27.1
10/31/2020,0.41625696,14.7
11/01/2020,0.4530688,16
11/02/2020,0.81835552,28.9
11/03/2020,0.43041536,15.2
11/04/2020,0.3114848,11
11/05/2020,0.251736352,8.89
11/06/2020,0.218605696,7.72
11/07/2020,0.19255424,6.8
11/08/2020,0.204730464,7.23
11/09/2020,0.190005728,6.71
11/10/2020,0.164520608,5.81
11/11/2020,0.155176064,5.48
11/12/2020,0.223985888,7.91
11/13/2020,0.229082912,8.09
11/14/2020,0.246922496,8.72
11/15/2020,0.210676992,7.44
11/16/2020,0.37661344,13.3
11/17/2020,0.278354144,9.83
11/18/2020,0.224552224,7.93
11/19/2020,0.187740384,6.63
11/20/2020,0.179528512,6.34
11/21/2020,0.170467136,6.02
11/22/2020,0.160556256,5.67
11/23/2020,1.39601824,49.3
11/24/2020,0.91463264,32.3
11/25/2020,0.55784096,19.7
11/26/2020,0.86083072,30.4
11/27/2020,0.81835552,28.9
11/28/2020,0.57766272,20.4
11/29/2020,0.45590048,16.1
11/30/2020,1.87457216,66.2
12/01/2020,3.8510848,136
12/02/2020,1.82926528,64.6
12/03/2020,1.06188,37.5
12/04/2020,0.83251392,29.4
12/05/2020,4.0776192,144
12/06/2020,4.3041536,152
12/07/2020,2.48338336,87.7
12/08/2020,1.87740384,66.3
12/09/2020,1.43566176,50.7
12/10/2020,1.2317808,43.5
12/11/2020,1.12417696,39.7
12/12/2020,1.19213728,42.1
12/13/2020,1.4299984,50.5
12/14/2020,1.33938464,47.3
12/15/2020,1.20912736,42.7
12/16/2020,0.98825632,34.9
12/17/2020,1.00241472,35.4
12/18/2020,0.97126624,34.3
12/19/2020,0.88914752,31.4
12/20/2020,0.86649408,30.6
12/21/2020,0.86649408,30.6
12/22/2020,0.849504,30
12/23/2020,0.79003872,27.9
12/24/2020,0.93162272,32.9
12/25/2020,13.592064,480
12/26/2020,7.6738528,271
12/27/2020,3.4546496,122
12/28/2020,2.65894752,93.9
12/29/2020,2.265344,80
12/30/2020,1.9397008,68.5
12/31/2020,2.08977984,73.8
01/01/2021,1.86607712,65.9
01/02/2021,2.3078192,81.5
01/03/2021,1.9680176,69.5
01/04/2021,1.70467136,60.2
01/05/2021,1.52627552,53.9
01/06/2021,1.38185984,48.8
01/07/2021,1.22328576,43.2
01/08/2021,1.11001856,39.2
01/09/2021,1.0335632,36.5
01/10/2021,0.9627712,34
01/11/2021,0.89481088,31.6
01/12/2021,0.86932576,30.7
01/13/2021,0.849504,30
01/14/2021,0.83817728,29.6
01/15/2021,0.82968224,29.3
01/16/2021,3.4829664,123
01/17/2021,2.78070976,98.2
01/18/2021,1.93403744,68.3
01/19/2021,1.52061216,53.7
01/20/2021,1.32239456,46.7
01/21/2021,1.132672,40
01/22/2021,1.06188,37.5
01/23/2021,0.97126624,34.3
01/24/2021,0.85516736,30.2
01/25/2021,0.85233568,30.1
01/26/2021,0.8070288,28.5
01/27/2021,0.84667232,29.9
01/28/2021,0.81269216,28.7
01/29/2021,0.74190016,26.2
01/30/2021,0.88348416,31.2
01/31/2021,0.89764256,31.7
02/01/2021,0.80419712,28.4
02/02/2021,0.92312768,32.6
02/03/2021,0.8211872,29
02/04/2021,0.74190016,26.2
02/05/2021,0.69942496,24.7
02/06/2021,0.68526656,24.2
02/07/2021,0.6654448,23.5
02/08/2021,0.71924672,25.4
02/09/2021,0.67393984,23.8
02/10/2021,0.63995968,22.6
02/11/2021,0.59748448,21.1
02/12/2021,0.55500928,19.6
02/13/2021,0.55500928,19.6
02/14/2021,0.54651424,19.3
02/15/2021,0.54368256,19.2
02/16/2021,1.42433504,50.3
02/17/2021,1.46114688,51.6
02/18/2021,1.00241472,35.4
02/19/2021,0.87498912,30.9
02/20/2021,0.79003872,27.9
02/21/2021,0.62013792,21.9
02/22/2021,0.64279136,22.7
02/23/2021,0.96560288,34.1
02/24/2021,1.10718688,39.1
02/25/2021,1.41867168,50.1
02/26/2021,1.24027584,43.8
02/27/2021,1.31389952,46.4
02/28/2021,1.53193888,54.1
03/01/2021,1.98500768,70.1
03/02/2021,1.699008,60
03/03/2021,1.37902816,48.7
03/04/2021,1.25726592,44.4
03/05/2021,1.06188,37.5
03/06/2021,0.9486128,33.5
03/07/2021,0.8636624,30.5
03/08/2021,0.81835552,28.9
03/09/2021,0.85233568,30.1
03/10/2021,0.88065248,31.1
03/11/2021,0.91463264,32.3
03/12/2021,0.94011776,33.2
03/13/2021,0.85799904,30.3
03/14/2021,0.7928704,28
03/15/2021,0.70508832,24.9
03/16/2021,0.66827648,23.6
03/17/2021,0.68243488,24.1
03/18/2021,1.0477216,37
03/19/2021,1.6848496,59.5
03/20/2021,1.08453344,38.3
03/21/2021,0.92312768,32.6
03/22/2021,0.83251392,29.4
03/23/2021,0.75605856,26.7
03/24/2021,0.71641504,25.3
03/25/2021,0.95710784,33.8
03/26/2021,0.98825632,34.9
03/27/2021,0.8636624,30.5
03/28/2021,1.27991936,45.2
03/29/2021,2.35878944,83.3
03/30/2021,1.52061216,53.7
03/31/2021,1.19213728,42.1
04/01/2021,1.76696832,62.4
04/02/2021,1.37053312,48.4
04/03/2021,1.12134528,39.6
04/04/2021,1.0052464,35.5
04/05/2021,0.91463264,32.3
04/06/2021,0.83817728,29.6
04/07/2021,0.80136544,28.3
04/08/2021,0.76738528,27.1
04/09/2021,0.73057344,25.8
04/10/2021,0.71075168,25.1
04/11/2021,0.70225664,24.8
04/12/2021,0.69092992,24.4
04/13/2021,0.64279136,22.7
04/14/2021,0.61164288,21.6
04/15/2021,0.75605856,26.7
04/16/2021,2.61080896,92.2
04/17/2021,2.60797728,92.1
04/18/2021,1.9538592,69
04/19/2021,1.48946368,52.6
04/20/2021,1.20629568,42.6
04/21/2021,1.22045408,43.1
04/22/2021,1.3733648,48.5
04/23/2021,1.06188,37.5
04/24/2021,0.94578112,33.4
04/25/2021,1.46964192,51.9
04/26/2021,1.37619648,48.6
04/27/2021,1.06188,37.5
04/28/2021,0.9769296,34.5
04/29/2021,0.9627712,34
04/30/2021,1.07037504,37.8
05/01/2021,0.9061376,32
05/02/2021,0.84384064,29.8
05/03/2021,0.991088,35
05/04/2021,2.4494032,86.5
05/05/2021,1.9680176,69.5
05/06/2021,1.52061216,53.7
05/07/2021,1.16948384,41.3
05/08/2021,1.01657312,35.9
05/09/2021,0.92879104,32.8
05/10/2021,2.60797728,92.1
05/11/2021,1.90855232,67.4
05/12/2021,1.36203808,48.1
05/13/2021,1.10718688,39.1
05/14/2021,1.00807808,35.6
05/15/2021,0.9344544,33
05/16/2021,0.87215744,30.8
05/17/2021,0.78720704,27.8
05/18/2021,0.97976128,34.6
05/19/2021,0.73340512,25.9
05/20/2021,0.62013792,21.9
05/21/2021,0.5521776,19.5
05/22/2021,0.50403904,17.8
05/23/2021,0.46439552,16.4
05/24/2021,0.46439552,16.4
05/25/2021,0.45590048,16.1
05/26/2021,0.7220784,25.5
05/27/2021,1.52344384,53.8
05/28/2021,0.81552384,28.8
05/29/2021,4.2758368,151
05/30/2021,3.1997984,113
05/31/2021,5.4085088,191
06/01/2021,2.9166304,103
06/02/2021,2.00766112,70.9
06/03/2021,1.59140416,56.2
06/04/2021,2.31065088,81.6
06/05/2021,2.54568032,89.9
06/06/2021,1.6423744,58
06/07/2021,1.17231552,41.4
06/08/2021,0.9486128,33.5
06/09/2021,0.86649408,30.6
06/10/2021,0.7645536,27
06/11/2021,0.65978144,23.3
06/12/2021,0.62013792,21.9
06/13/2021,0.57199936,20.2
06/14/2021,1.29690944,45.8
06/15/2021,1.41867168,50.1
06/16/2021,0.89481088,31.6
06/17/2021,0.65978144,23.3
06/18/2021,0.5380192,19
06/19/2021,0.47005888,16.6
06/20/2021,0.43324704,15.3
06/21/2021,0.38510848,13.6
06/22/2021,0.4105936,14.5
06/23/2021,0.4389104,15.5
06/24/2021,0.34546496,12.2
06/25/2021,0.32847488,11.6
06/26/2021,0.33130656,11.7
06/27/2021,0.30298976,10.7
06/28/2021,0.272407616,9.62
06/29/2021,0.3256432,11.5
06/30/2021,1.05621664,37.3
07/01/2021,2.28516576,80.7
07/02/2021,7.503952,265
07/03/2021,3.8510848,136
07/04/2021,2.4210864,85.5
07/05/2021,1.69334464,59.8
07/06/2021,1.94253248,68.6
07/07/2021,3.256432,115
07/08/2021,3.7095008,131
07/09/2021,20.4447296,722
07/10/2021,24.7205664,873
07/11/2021,7.3340512,259
07/12/2021,5.946528,210
07/13/2021,4.7572224,168
07/14/2021,4.105936,145
07/15/2021,4.0209856,142
07/16/2021,3.0298976,107
07/17/2021,10.335632,365
07/18/2021,14.441568,510
07/19/2021,7.1924672,254
07/20/2021,4.3324704,153
07/21/2021,3.0865312,109
07/22/2021,2.40975968,85.1
07/23/2021,2.01898784,71.3
07/24/2021,1.69617632,59.9
07/25/2021,1.58290912,55.9
07/26/2021,1.48380032,52.4
07/27/2021,1.28275104,45.3
07/28/2021,1.43849344,50.8
07/29/2021,1.12984032,39.9
07/30/2021,1.22611744,43.3
07/31/2021,0.88065248,31.1
08/01/2021,0.75605856,26.7
08/02/2021,0.6796032,24
08/03/2021,0.61447456,21.7
08/04/2021,0.57766272,20.4
08/05/2021,0.6229696,22
08/06/2021,0.58615776,20.7
08/07/2021,0.5097024,18
08/08/2021,0.4672272,16.5
08/09/2021,0.44740544,15.8
08/10/2021,0.424752,15
08/11/2021,0.40776192,14.4
08/12/2021,0.43607872,15.4
08/13/2021,1.21479072,42.9
08/14/2021,0.73906848,26.1
08/15/2021,0.48988064,17.3
08/16/2021,0.37095008,13.1
08/17/2021,0.3256432,11.5
08/18/2021,0.2973264,10.5
08/19/2021,6.5694976,232
08/20/2021,3.6245504,128
08/21/2021,1.73865152,61.4
08/22/2021,2.48338336,87.7
08/23/2021,3.7095008,131
08/24/2021,3.4263328,121
08/25/2021,1.82360192,64.4
08/26/2021,1.11001856,39.2
08/27/2021,0.91180096,32.2
08/28/2021,0.75889024,26.8
08/29/2021,1.03922656,36.7
08/30/2021,0.8070288,28.5
08/31/2021,0.70792,25
09/01/2021,2.8599968,101
09/02/2021,23.4746272,829
09/03/2021,5.6916768,201
09/04/2021,3.1431648,111
09/05/2021,2.4494032,86.5
09/06/2021,2.2936608,81
09/07/2021,1.83776032,64.9
09/08/2021,1.5432656,54.5
09/09/2021,3.2281152,114
09/10/2021,3.1997984,113
09/11/2021,2.05579968,72.6
09/12/2021,1.57441408,55.6
09/13/2021,1.26859264,44.8
09/14/2021,1.05621664,37.3
09/15/2021,0.95144448,33.6
09/16/2021,1.71882976,60.7
09/17/2021,1.42716672,50.4
09/18/2021,1.12700864,39.8
09/19/2021,0.91180096,32.2
09/20/2021,0.76738528,27.1
09/21/2021,0.69092992,24.4
09/22/2021,0.97409792,34.4
09/23/2021,1.1609888,41
09/24/2021,2.63629408,93.1
09/25/2021,2.13508672,75.4
09/26/2021,1.31106784,46.3
09/27/2021,0.94294944,33.3
09/28/2021,1.11285024,39.3
09/29/2021,1.26576096,44.7
09/30/2021,0.95710784,33.8
10/01/2021,0.78437536,27.7
10/02/2021,0.70508832,24.9
10/03/2021,0.6512864,23
10/04/2021,2.62496736,92.7
10/05/2021,5.238608,185
10/06/2021,2.619304,92.5
10/07/2021,1.81510688,64.1
10/08/2021,1.44132512,50.9
10/09/2021,1.20912736,42.7
10/10/2021,1.07887008,38.1
10/11/2021,1.00807808,35.6
10/12/2021,0.93728608,33.1
10/13/2021,0.86932576,30.7
10/14/2021,0.8211872,29
10/15/2021,0.78154368,27.6
10/16/2021,0.74473184,26.3
10/17/2021,0.99675136,35.2
10/18/2021,0.81552384,28.8
10/19/2021,0.71075168,25.1
10/20/2021,0.67110816,23.7
10/21/2021,0.64562304,22.8
10/22/2021,0.61730624,21.8
10/23/2021,0.57766272,20.4
10/24/2021,0.5380192,19
10/25/2021,0.88065248,31.1
10/26/2021,2.62496736,92.7
10/27/2021,2.59665056,91.7
10/28/2021,1.66785952,58.9
10/29/2021,1.20629568,42.6
10/30/2021,1.35354304,47.8
10/31/2021,2.67027424,94.3
11/01/2021,1.87174048,66.1
11/02/2021,1.33938464,47.3
11/03/2021,1.14966208,40.6
11/04/2021,1.02223648,36.1
11/05/2021,0.94578112,33.4
11/06/2021,0.8919792,31.5
11/07/2021,0.85233568,30.1
11/08/2021,0.8211872,29
11/09/2021,0.79570208,28.1
11/10/2021,0.76738528,27.1
11/11/2021,0.72774176,25.7
11/12/2021,1.18647392,41.9
